创建分享状态,分享文件上一级目录名称,分享名,分享地址,提取码,分享时间
成功,../常识判断,20250811 常识判断18.mp4,"我用夸克网盘分享了「20250811 常识判断18.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/9c8016394058",,2026-03-16 10:50
成功,../常识判断,20250813 常识判断19.mp4,"我用夸克网盘分享了「20250813 常识判断19.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/b06143ef080f",,2026-03-16 10:50
成功,../常识判断,20250815 常识判断20.mp4,"我用夸克网盘分享了「20250815 常识判断20.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/52507dd64c7e",,2026-03-16 10:50
成功,../常识判断,20250818 常识判断21(生物知识-维生素——课后练习).mp4,"我用夸克网盘分享了「20250818 常识判断21(生物知识-维生素——课后练习).mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/008b43f9b3d3",,2026-03-16 10:50
成功,../常识判断,20250820 常识判断22（高新技术-生物技术——空间技术）.mp4,"我用夸克网盘分享了「20250820 常识判断22（高新技术-生物技术——空间技术）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/d0276116c004",,2026-03-16 10:50
成功,../常识判断,20250822 常识判断23（高新技术-信息技术——市场经济理论-市场和市场体系-企业的组织形式）.mp4,"我用夸克网盘分享了「20250822 常识判断23（高新技术-信息技术——市场经济理论-市场和市场体系-企业的组织形式）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/8b68eb2445af",,2026-03-16 10:50
成功,../常识判断,20250825 常识判断24（市场经济理论-市场和市场体系-现代企业制度——需求和供给理论-需求价格弹性）.mp4,"我用夸克网盘分享了「20250825 常识判断24（市场经济理论-市场和市场体系-现代企业制度——需求和供给理论-需求价格弹性）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/9a3296bc10d1",,2026-03-16 10:50
成功,../常识判断,20250827 常识判断25（需求和供给理论-需求收入弹性——市场失灵-外部性与市场失灵）.mp4,"我用夸克网盘分享了「20250827 常识判断25（需求和供给理论-需求收入弹性——市场失灵-外部性与市场失灵）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/a4456b125c5c",,2026-03-16 10:50
成功,../常识判断,20250829 常识判断26（市场失灵-公共物品与市场失灵——宏观经济学-国际收支平衡）.mp4,"我用夸克网盘分享了「20250829 常识判断26（市场失灵-公共物品与市场失灵——宏观经济学-国际收支平衡）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/3883032edd22",,2026-03-16 10:50
成功,../常识判断,20250830 常识判断27.mp4,"我用夸克网盘分享了「20250830 常识判断27.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/5dc342c9ece6",,2026-03-16 10:50
成功,../常识判断,20250901 常识判断28.mp4,"我用夸克网盘分享了「20250901 常识判断28.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/e583441568df",,2026-03-16 10:50
成功,../常识判断,20250903 常识判断29（宪法-概述-结构-宪法-公民的基本权利-监督权和获得赔偿权）.mp4,"我用夸克网盘分享了「20250903 常识判断29（宪法-概述-结构-宪法-公民的基本权利-监督权和获得赔偿权）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/8cf2f3db5ad7",,2026-03-16 10:50
成功,../常识判断,20250905 常识判断30（公民的基本权利-宗教信仰自由——国家机构-国务院-职权）.mp4,"我用夸克网盘分享了「20250905 常识判断30（公民的基本权利-宗教信仰自由——国家机构-国务院-职权）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/99849e2ff1ba",,2026-03-16 10:50
成功,../常识判断,20250908 常识判断31.mp4,"我用夸克网盘分享了「20250908 常识判断31.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/931774a50a90",,2026-03-16 10:50
成功,../常识判断,20250910 常识判断32（民事主体-自然人的民事行为能力——民事法律行为-效力待定的民事法律行为）.mp4,"我用夸克网盘分享了「20250910 常识判断32（民事主体-自然人的民事行为能力——民事法律行为-效力待定的民事法律行为）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/f94215425515",,2026-03-16 10:50
成功,../常识判断,20250912 常识判断33（民事权利——诉讼时效-诉讼时效的种类）.mp4,"我用夸克网盘分享了「20250912 常识判断33（民事权利——诉讼时效-诉讼时效的种类）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/06a4d39f0c21",,2026-03-16 10:50
成功,../常识判断,20250913 常识判断34.mp4,"我用夸克网盘分享了「20250913 常识判断34.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/01c566dcc4e7",,2026-03-16 10:50
成功,../常识判断,20250915 常识判断35.mp4,"我用夸克网盘分享了「20250915 常识判断35.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/9ce1f601f346",,2026-03-16 10:50
成功,../常识判断,20250917 常识判断36（诉讼时效-遗嘱继承——刑法概述-刑法的时间效力）.mp4,"我用夸克网盘分享了「20250917 常识判断36（诉讼时效-遗嘱继承——刑法概述-刑法的时间效力）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/a713f81c05a2",,2026-03-16 10:50
成功,../常识判断,20250919 常识判断37（刑法总则-犯罪概念和构成要件——刑法总则-紧急避险）.mp4,"我用夸克网盘分享了「20250919 常识判断37（刑法总则-犯罪概念和构成要件——刑法总则-紧急避险）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/8cdbaed90977",,2026-03-16 10:50
成功,../常识判断,20250922 常识判断38（刑法总则-故意犯罪形态——行罚-附加刑-剥夺政治权利）.mp4,"我用夸克网盘分享了「20250922 常识判断38（刑法总则-故意犯罪形态——行罚-附加刑-剥夺政治权利）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/e4787f398e97",,2026-03-16 10:50
成功,../常识判断,20250924 常识判断39（刑罚-刑罚的具体运用——常见罪名-侵犯财产罪）.mp4,"我用夸克网盘分享了「20250924 常识判断39（刑罚-刑罚的具体运用——常见罪名-侵犯财产罪）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/4e166f422a6b",,2026-03-16 10:50
成功,../常识判断,20250926 常识判断40（常见罪名-敲诈勒索罪、绑架罪和非法拘禁罪——行政执法-行政许可）.mp4,"我用夸克网盘分享了「20250926 常识判断40（常见罪名-敲诈勒索罪、绑架罪和非法拘禁罪——行政执法-行政许可）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/6a32a114cbb8",,2026-03-16 10:50
成功,../常识判断,20250927 常识判断41（行政执法-行政处罚——行政复议-被申请人）.mp4,"我用夸克网盘分享了「20250927 常识判断41（行政执法-行政处罚——行政复议-被申请人）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/a860b5dc6bf1",,2026-03-16 10:50
成功,../常识判断,20250929 常识判断42（行政复议-复议机关——行政诉讼-课后练习）.mp4,"我用夸克网盘分享了「20250929 常识判断42（行政复议-复议机关——行政诉讼-课后练习）.mp4」，点击链接即可保存。打开「夸克APP」，无需下载在线播放视频，畅享原画5倍速，支持电视投屏。
链接：https://pan.quark.cn/s/d7b925ea1801",,2026-03-16 10:50
